-0.421702 -0.800360 1.496966 0.015461 6.650000
-0.411115 -0.801395 1.502944 0.048701 6.480000
-0.411063 -0.805667 1.495421 0.042104 6.090000
-0.409653 -0.802105 1.498139 0.016047 6.040000
-0.408368 -0.805804 1.498753 0.030178 6.670000
-0.418888 -0.801199 1.496506 0.032529 6.340000
-0.412603 -0.806199 1.502799 0.028062 5.700000
-0.407974 -0.803090 1.501634 0.044016 6.930000
-0.408566 -0.805693 1.505731 0.055651 7.330000
-0.413235 -0.800256 1.493907 0.021436 6.200000
-0.404527 -0.810809 1.498451 0.026354 6.800000
-0.070255 -0.900356 1.494656 0.020658 5.860000
-0.292153 -0.856906 1.499450 0.025682 6.510000
-0.250802 -0.864453 1.502665 0.025525 7.140000
-0.036795 -0.898644 1.494631 0.016291 6.180000
-0.369974 -0.817822 1.505930 0.024350 6.730000
-0.345655 -0.826235 1.500392 0.032278 5.830000
-0.395113 -0.814157 1.500889 0.014951 6.580000
-0.263077 -0.860900 1.494790 0.041288 6.470000
-0.116618 -0.887306 1.494643 0.043459 7.280000
-0.338613 -0.832545 1.499529 0.024259 7.190000
-0.100996 -0.892748 1.500451 0.014478 5.840000
-0.233809 -0.872854 1.495461 0.022838 6.560000
-0.194081 -0.883078 1.496207 0.029449 6.870000
-0.370140 -0.822065 1.495916 0.035895 6.980000
-0.269879 -0.863240 1.500005 0.039902 6.830000
-0.045329 -0.893352 1.495550 0.017736 6.040000
-0.220495 -0.878587 1.497560 0.011914 6.040000
-0.295409 -0.847345 1.503702 0.027879 6.250000
-0.155388 -0.883173 1.498267 0.041504 6.700000
-0.265427 -0.853563 1.498536 0.040181 6.350000
-0.171947 -0.877340 1.494425 0.020039 6.330000
-0.356500 -0.828597 1.497784 0.024448 6.660000
-0.008423 -0.897530 1.502105 0.019234 6.020000
-0.158130 -0.885176 1.496857 0.035537 6.580000
-0.315583 -0.844601 1.505353 0.054888 6.950000
-0.173265 -0.887905 1.499569 0.011925 6.620000
-0.254438 -0.859233 1.500822 0.058373 6.170000
-0.075426 -0.892298 1.499618 0.044859 6.400000
-0.246287 -0.862893 1.495633 0.024156 6.670000
-0.171220 -0.884585 1.504786 0.017594 6.800000
-0.325704 -0.833191 1.494908 0.028825 6.580000
-0.341633 -0.838690 1.498443 0.017104 6.590000
-0.054772 -0.895209 1.505900 0.048790 6.160000
-0.036852 -0.895240 1.503435 0.028957 6.530000
-0.254885 -0.868757 1.495870 0.010717 6.450000
-0.218788 -0.872086 1.504600 0.032641 7.010000
-0.113203 -0.895182 1.501712 0.014708 5.740000
-0.254662 -0.864469 1.502158 0.018495 7.350000
-0.275835 -0.855711 1.496417 0.038339 5.900000
-0.011391 -0.899149 1.500310 0.020500 6.710000
-0.021067 -0.893910 1.500186 0.036846 6.290000
-0.194090 -0.883212 1.500764 0.044972 7.050000
-0.104158 -0.893984 1.498346 0.018799 6.480000
-0.257204 -0.861738 1.496445 0.021610 6.610000
-0.206349 -0.877471 1.494147 0.016510 6.670000
-0.269776 -0.853850 1.502353 0.023033 6.100000
-0.227176 -0.874127 1.498676 0.012692 6.370000
-0.310869 -0.839563 1.497290 0.037912 6.360000
-0.312349 -0.845632 1.499521 0.016245 6.240000
-0.238442 -0.868307 1.497600 0.022053 6.540000
-0.178062 -0.877626 1.499443 0.027373 6.160000
-0.141145 -0.894464 1.494540 0.047252 6.330000
-0.266185 -0.861969 1.494420 0.015223 5.860000
-0.191684 -0.885204 1.505985 0.042401 7.050000
-0.311420 -0.838784 1.500679 0.023231 6.570000
-0.276835 -0.860512 1.494392 0.015527 6.460000
-0.166374 -0.884977 1.506228 0.012063 5.950000
-0.089502 -0.891551 1.497730 0.043282 6.510000
-0.183852 -0.884710 1.497700 0.031193 5.950000
-0.101246 -0.893629 1.504429 0.015005 6.080000
-0.370053 -0.817783 1.501576 0.019549 6.470000
-0.193918 -0.875360 1.498524 0.024410 6.240000
-0.031477 -0.894641 1.500491 0.038575 6.480000
-0.032377 -0.894131 1.503449 0.017753 6.030000
-0.156190 -0.890524 1.501886 0.018228 5.950000
-0.210354 -0.875459 1.499517 0.037411 6.590000
-0.161487 -0.891161 1.504939 0.021863 6.730000
-0.154581 -0.889599 1.498461 0.040663 6.530000
-0.053299 -0.898736 1.498859 0.034242 6.450000
-0.269989 -0.852369 1.494330 0.017619 6.370000
-0.194725 -0.874197 1.501725 0.028603 6.300000
-0.335082 -0.831651 1.501533 0.042854 6.520000
-0.202378 -0.879798 1.501603 0.020384 6.380000
-0.041858 -0.896996 1.498752 0.016961 6.320000
-0.229066 -0.867045 1.504704 0.015505 6.770000
-0.224090 -0.869210 1.503954 0.016025 6.620000
-0.175409 -0.883216 1.505458 0.045413 6.620000
-0.363436 -0.819766 1.505823 0.028904 6.890000
-0.142707 -0.886631 1.502805 0.044851 6.910000
-0.135615 -0.891804 1.505086 0.017595 6.020000
-0.265254 -0.863923 1.498402 0.011312 6.790000
-0.196391 -0.876603 1.495771 0.016133 5.900000
-0.347896 -0.833938 1.502848 0.029414 6.240000
-0.248511 -0.860189 1.495917 0.021144 6.620000
-0.041724 -0.904705 1.498455 0.015280 6.190000
-0.376046 -0.820615 1.505896 0.039498 6.910000
-0.337190 -0.827805 1.498257 0.043584 6.340000
-0.361148 -0.826770 1.498192 0.018732 6.670000
-0.219857 -0.874004 1.500563 0.025322 6.160000
-0.084307 -0.897530 1.501603 0.035926 6.320000
-0.232427 -0.875522 1.499922 0.012176 5.570000
-0.126995 -0.894179 1.495614 0.028121 6.160000
-0.111335 -0.888746 1.499023 0.015183 7.060000
-0.293347 -0.855755 1.503434 0.036142 6.230000
-0.260069 -0.862071 1.505709 0.028012 5.750000
-0.353582 -0.825017 1.497226 0.014614 6.730000
-0.221623 -0.867100 1.501947 0.019105 6.380000
-0.024443 -0.897253 1.496675 0.018716 6.580000
-0.298205 -0.854370 1.503805 0.018220 6.670000
-0.336403 -0.835166 1.499123 0.037633 5.690000
-0.318818 -0.846545 1.494489 0.014943 5.770000
-0.242051 -0.864678 1.502912 0.022599 6.320000
-0.118209 -0.887816 1.503250 0.034638 6.770000
-0.229504 -0.873268 1.498920 0.028053 6.230000
-0.266319 -0.862229 1.503530 0.024092 7.140000
-0.178791 -0.886751 1.495787 0.034708 5.380000
-0.036696 -0.896050 1.499785 0.019640 5.950000
-0.174738 -0.888165 1.499705 0.027664 6.210000
-0.041766 -0.893705 1.504360 0.029890 6.040000
-0.330363 -0.833340 1.505874 0.040068 6.590000
-0.175261 -0.882156 1.505303 0.022499 5.710000
-0.178720 -0.887492 1.496417 0.032234 6.120000
-0.223429 -0.869941 1.505598 0.024695 6.560000
-0.144864 -0.890242 1.494706 0.023423 5.770000
-0.059887 -0.896309 1.498002 0.037493 6.230000
-0.022784 -0.897464 1.505787 0.041348 6.230000
-0.026327 -0.900225 1.501773 0.041000 6.400000
-0.221354 -0.877208 1.499117 0.023707 6.150000
-0.082073 -0.898170 1.499293 0.012299 6.390000
-0.174785 -0.885595 1.494140 0.039992 7.600000
-0.105591 -0.890088 1.500873 0.021532 6.550000
-0.250766 -0.865661 1.504498 0.038980 6.270000
-0.263900 -0.853986 1.503890 0.016309 6.260000
-0.039697 -0.898423 1.500949 0.017258 7.040000
-0.342479 -0.838258 1.496964 0.035594 6.490000
-0.138856 -0.892331 1.494251 0.021613 6.320000
-0.197602 -0.880960 1.499022 0.017345 6.360000
-0.238463 -0.873513 1.503633 0.016576 6.190000
-0.251830 -0.864414 1.497969 0.037178 6.180000
-0.198934 -0.881222 1.500176 0.017326 6.040000
-0.111147 -0.895457 1.503857 0.020034 6.480000
-0.224768 -0.869398 1.495868 0.014996 6.450000
-0.340722 -0.834080 1.502942 0.016258 6.330000
-0.004214 -0.894499 1.503751 0.040437 5.970000
-0.353917 -0.826372 1.505482 0.035475 6.240000
-0.044783 -0.899794 1.500282 0.039652 6.880000
-0.086027 -0.892130 1.495680 0.015247 6.480000
-0.384459 -0.818758 1.494803 0.015002 6.340000
-0.342540 -0.830379 1.504690 0.044972 7.420000
-0.068763 -0.895828 1.505035 0.028537 6.520000
-0.129396 -0.895509 1.495004 0.036143 6.620000
-0.149418 -0.891573 1.505526 0.033501 6.330000
-0.239005 -0.867245 1.494896 0.017672 6.120000
-0.131422 -0.894884 1.504582 0.042401 7.370000
-0.335411 -0.834750 1.503213 0.016822 6.330000
-0.070887 -0.895854 1.500063 0.039238 5.480000
-0.394007 -0.811102 1.494536 0.046313 6.020000
-0.276232 -0.850610 1.498426 0.014647 6.100000
-0.023790 -0.903812 1.501541 0.031685 6.700000
-0.269761 -0.861335 1.499920 0.011659 6.400000
-0.238421 -0.870488 1.503479 0.040617 5.840000
-0.263175 -0.864983 1.494596 0.017432 6.250000
-0.356145 -0.829778 1.497114 0.022982 6.190000
-0.341215 -0.837977 1.499448 0.015040 6.110000
